"","H045","H109","H024","H056","H079","H164","H059","H167","H113","H049","H133","H103","H035","H121","H033","H064","H236","H238","H171","H018","H115","H117","H053","H148","H165","H114","H038","H240","H173","H187","H234","H060","H191","H118","H228","H100","H104","H054","H046","H099","H112","H110","H225","H019","H163","H233","H231","H111","H096","H042","H077","H088","H013","H031","H023","H017","H097","H057","H040","H010","H047","H105","H044","H030","H107","H094","H058","H028","H021","H119","H005","H016","H055","H080","H041","H043","H011","H102","H020","H014","H085","H022","H078","H015","H116","H029","H036","H072","H087","H095","H090","H108","H039","H083","H082","H073","H081","H027","H069","H101","H012","H051","H037","H169","H246","H257","H268","H270","H265","H048","H249","H093","H089","H266","H007","H256","H168","H008","H063","H242","H272","H065","H194","H062","H243","H239","H271","H006","H084","H260","H192","H070","H255","H135","H247","H066","H230","H032","H074","H075","H219","H183","H193","H214","H170","H215","H211","H213","H216","H206","H196","H250","H202","H186","H205","H258","H199","H198","H203","H181","H212","H237","H200","H252","H223","H218","H208","H207","H201","H197","H204","H248","H217","H210","H235","H264","H221","H254","H220","H209","H182","H222","H224","H184","H185","H137","H067","H106","H176","H136","H178","H166","H174","H177","H259","H175","H179","H050","H180","H229"
"ENSG00000244734",4.55864355066888,2.72151226637397,9.93845570346189,13.2780044922396,6.086873856581,2.5718393421321,4.93896055791459,1.52884844915265,2.28612220819862,2.5046992238725,1.52884844915265,1.52884844915265,10.3634870609444,10.7184185125788,8.11269832612428,6.70632375641114,5.59241914560905,2.97861867108322,6.39511903117946,4.18436713569464,1.52884844915265,2.63413492455436,3.62123745059443,2.90938602288562,2.5296497696353,2.60103307171359,4.30954203570008,1.52884844915265,8.46015789465006,6.92988520122326,2.68065821380851,13.7825426588262,3.95019715515783,16.5716125642092,4.15629162485544,2.75267958096528,3.30473928203474,13.4448012740786,8.29166012206625,2.85428309367151,4.0084768266627,2.82264036658975,5.8856387204009,4.02486067516004,3.28169635982677,4.47216733081021,2.7067469130536,6.22792387802864,2.81543111159202,1.52884844915265,1.52884844915265,2.74500071321019,12.7264074488547,15.4836499253817,19.2941595676462,13.240117166109,5.54055959477611,6.7557039022065,4.7694232208747,11.660363184911,16.610768828626,6.03686632073019,10.0838109337475,16.7328308559241,7.08069654513874,14.0204408233237,9.65582971013979,12.9857389720918,8.18578867899062,4.31592255262264,11.2436617534209,5.00353593726228,15.3667423653465,5.27935074072001,14.5302721735232,2.38904930773129,3.6851456013806,7.32058107931072,3.92651148217066,12.0986116388944,13.1161532614456,14.8322010482037,9.53939714544384,15.1539016808311,6.38308002376697,16.2658288959691,4.37965024826439,6.72893481594256,12.7339879198077,10.1679090247728,20.0657910771172,16.7141990601041,4.35492893182868,4.26423694705543,12.2858137636913,6.88109793211017,11.616759000422,10.8225489668138,19.6674073243309,7.04910760418733,15.7783300956135,5.4804214992644,2.95129159129192,8.59912665468052,5.07512069899747,4.5238045820501,3.80664684735023,2.54248380701581,7.95906676061705,1.52884844915265,5.88426829261651,12.7861351093025,7.86428924357182,6.63357285358753,11.00216451736,6.09165389343447,3.42306065650218,6.07852860547767,16.122706803561,2.97116253623925,7.27870013892634,8.58696603336985,2.51738941967295,6.82602253424276,4.79135566275968,5.92891397439309,4.19971236184216,8.60747638327082,10.6828757795883,12.3654306132097,6.73185867551609,3.25482345530142,3.26930428624772,1.52884844915265,8.82611596144859,4.06359045693734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000158528",11.7418538709691,13.2874317329878,2.34100585326454,3.23287407422519,11.9408196807182,11.5068184040119,5.48367519462055,2.61886913795501,2.81280053774393,2.5046992238725,2.41507546191627,3.12098132204785,3.56040430884534,2.33584532831064,3.70086996388209,11.9832261133302,1.52884844915265,11.6129310379088,12.7754252867213,1.52884844915265,2.63793261190374,12.8847283907594,4.0062607539153,12.9617445275707,2.5296497696353,12.05562780507,2.61166736446729,2.66325435917817,5.86223580566961,12.4260869464276,13.0480979983195,3.14492684260721,1.52884844915265,3.20832528726384,2.32217831289899,1.52884844915265,1.52884844915265,3.00993361899753,9.97024652097996,3.69644972920824,2.32589800483726,1.52884844915265,2.57873455904926,2.75260053724725,1.52884844915265,5.18937557977304,1.52884844915265,12.9685177623657,12.1090583184031,10.8344577978805,12.9542858135165,2.74500071321019,11.4060225717128,3.03642065157345,11.7441107583433,12.9456656281931,12.215923294576,3.80747459240748,2.38184381778304,3.67258379143854,3.4973720544058,3.89291883216427,5.22100518674531,4.4355939461377,11.6914453517555,4.16435621032385,1.52884844915265,7.4569243789709,5.34150056791996,11.5262498416663,2.44531106873282,1.52884844915265,2.25228622836246,11.2520824188941,2.33739640128745,10.7776553469432,1.52884844915265,12.4341666073634,4.60853585889091,11.7916810869892,3.09496398219199,3.31386598080461,3.06066760888557,11.0966863469911,2.24561786439854,4.57043470447661,3.28439223804951,3.78352201366922,2.93810309559046,3.1024337541036,3.25803254004514,5.2443787057744,2.63358552141457,1.52884844915265,1.52884844915265,3.14320432168136,4.18820252088372,10.0150393541501,11.5720422421853,11.3350797867872,11.4595234697802,3.37783864401741,3.47258145035209,3.05740861747734,11.5058023581273,11.2733946710706,1.52884844915265,2.25281059446859,2.72878319464365,2.94799505086545,12.0992001271693,11.56563449575,3.26297936681004,2.79519178549896,12.0245427754322,7.51677805724939,4.25475300402914,1.52884844915265,3.0101717826115,6.07148170755294,11.2555478979235,11.6565339721784,2.90195024735168,5.43365954024853,1.52884844915265,12.1635421391732,3.74377638851576,3.94804057722695,2.65155289998507,12.7764406923433,3.07135943583656,1.52884844915265,12.4272990807224,1.52884844915265,3.12142793477707,12.4655480895385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000198478",8.92145551607793,2.72151226637397,12.3814519768193,8.10626624967317,4.88950292523214,12.756213186746,3.5938900161745,4.11949043640136,5.22004136871471,2.88489665835096,1.52884844915265,7.34093555558806,2.41449911043146,3.08710834391,3.94028286021095,8.93377726018538,5.64820202871718,3.18224956068422,4.54415574582686,8.19538246768186,2.32249868307646,9.24923575124924,1.52884844915265,11.6692552688236,4.07365463758057,3.55280252734278,3.18838477506478,5.7667105080672,11.1236618568107,4.91553066532802,12.5285110656962,5.72238123746181,2.37543451806244,13.9128214723877,2.32217831289899,2.40679919136183,11.2817769237576,4.78597625657109,7.32846657608104,12.8133130574096,1.52884844915265,4.50895046808894,2.27923311588601,11.9315943503143,13.0453247002561,12.6872534635782,11.8684183389444,13.3441388400492,12.512169325686,4.43340311491124,13.1918874052332,13.2390747768046,4.47005024723292,6.61364248309153,12.711943361086,10.8169598080269,11.6226445782461,6.4406687700802,2.38184381778304,12.9833730749965,7.66213821572039,2.73663856835627,1.52884844915265,4.56709796962272,7.79828086322533,4.47433275973974,10.6307622845736,6.0848752131687,3.29580167462724,10.7287669041057,3.89171104095852,1.52884844915265,5.82647173360278,3.97271211922687,4.79696769956468,11.9891123034763,1.52884844915265,6.78319458377172,1.52884844915265,5.83554972152278,12.2226712990823,11.1932069955253,5.0290683200441,3.70264835472946,11.1306483201465,5.13857883177485,2.67828924049029,11.2182178705268,11.0997398889303,11.0765725736412,5.06689774088853,13.0906947611626,2.31931649989781,1.52884844915265,2.98200864645677,2.36696706310081,5.13150291137802,3.69802546755258,11.0573656678806,5.10137323514015,12.2619613194853,7.55464957381371,2.77237329125769,8.67635502299416,5.07512069899747,4.44133806444659,2.40684982604851,13.6732604585426,11.9881112155956,5.67179182596176,1.52884844915265,4.48862935860464,9.49656026955011,2.43818503816412,13.1844442610624,3.71106212624918,4.3406751062009,13.3617832287454,3.81025670720239,9.05527272321261,3.19716612680837,10.5097342367897,11.5956694507241,3.33835478777165,12.7951720254984,1.52884844915265,2.22610879130955,5.30628480967793,9.32121321897413,10.5346192887791,6.09132421197905,1.52884844915265,2.90722593810936,1.52884844915265,8.08788649401225,11.9486370868431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000175445",12.6864582980058,10.9259850667711,1.52884844915265,1.52884844915265,13.3405882376542,10.885547285613,11.1940286064369,11.599980766264,2.28612220819862,2.88489665835096,10.72562696465,9.75574948051044,3.40536112487368,1.52884844915265,1.52884844915265,11.7652586015565,2.34475761083587,10.4946307217888,12.6799938554172,2.91150121365061,3.06293606061756,12.1147673459399,9.01608930588729,9.49034195585253,10.346617071995,12.7490352553161,3.02801569413751,2.66325435917817,7.74230559806389,11.8784673171557,10.8941551088608,2.69986694768629,8.73465977611008,7.682355339529,6.22024355828115,5.78686694901128,11.3329969689586,2.40832080414833,10.9880298989688,2.85428309367151,2.32589800483726,1.52884844915265,4.03933246240075,1.52884844915265,4.55175273990598,11.915976059201,10.6323240845354,12.4755373738218,6.47594087384653,9.68810419949297,10.0938959866977,2.99845105450785,11.3380872110747,6.31840278254913,11.1466080043268,12.7903049837337,13.1122004944043,5.73520905282732,5.45958901806761,2.40232878430631,11.5626443709696,2.73663856835627,3.1363314237409,11.081097605112,10.0413855345933,11.017457740204,6.92627590969526,10.3714096641993,5.2643957419642,9.04751759868249,8.4517142277614,3.71214268554403,2.25228622836246,10.3002352867966,2.33739640128745,10.9087146187281,4.48709390160133,11.3367627131203,2.36559893986384,11.1669468028661,12.0708364875338,2.82869720560157,10.8739570533151,9.40144753092277,11.5062138126301,4.72326360686804,1.52884844915265,8.98501184960506,1.52884844915265,12.258711977269,4.49248937008946,4.09778563954542,1.52884844915265,3.36464697490411,8.46254698870349,11.4024467912254,1.52884844915265,12.3141657696745,10.7080999148669,9.25629204970864,12.303437584016,12.5602112223297,4.46687072879578,7.8871368347806,11.159797489637,10.9329604084847,1.52884844915265,8.94400608646333,11.8797936653509,8.29117620592139,10.9214076707241,11.0721760573635,8.61033509843728,3.45072109753682,10.9721730923227,11.2079682819566,8.2950315262169,10.8398094441343,1.52884844915265,11.3549229297537,12.8633616490241,10.9833147983868,1.52884844915265,8.13088091750528,9.32087583850724,10.9941261315672,2.22610879130955,9.03445873395436,9.39787872797671,11.7865201980699,1.52884844915265,4.43629175191074,11.425087677083,1.52884844915265,5.68073885842627,10.7676036623603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000174469",2.6449457023189,12.6483553590615,1.52884844915265,13.5652102941789,5.47691374442363,10.9751874774257,7.94424565412073,2.61886913795501,2.28612220819862,12.9409569507993,13.348744002026,7.84025222228653,12.3716321920395,13.9620895439973,14.2058424834545,4.9154548482561,13.6242683355059,4.67275214576963,4.03149022785107,12.530167743222,14.2706516268619,13.0157961058003,12.6830534291587,11.6868234697391,8.36398874973337,1.52884844915265,11.7944099756908,5.462045058391,9.42050776209072,6.40719407202971,9.83484498804686,14.7220524320967,8.46510167675242,13.9683849627404,8.40722553900064,11.2988832383736,4.27613012670618,15.4310833158445,12.939225709507,2.31164830140943,15.4308414300798,3.30597266056551,10.246184730943,4.37827871088095,13.98916325642,9.25181658600551,8.80369110014961,9.7611728166358,10.1902841746472,4.51002594659351,8.42694185002411,5.37346585879505,8.49446328639929,7.74384541937387,8.54592388024377,2.33232783033193,7.15200492028206,11.2555763020336,10.9527052531147,11.6033574726059,3.39853624331843,2.98859064446822,8.31864316307624,7.16857200130634,7.35011829038021,12.1739462093521,5.91265323131225,13.0808271932819,14.1703752406021,10.2462243262025,7.47501744225216,10.3185367464908,14.5957798819802,10.9252331993889,2.33739640128745,7.5504461257099,1.52884844915265,8.62990067397724,14.1025380570339,1.52884844915265,9.2874305887331,12.7955904513294,12.1124695809774,13.8975534264253,3.43531738870787,3.59303692600778,14.06568249104,12.6793210103603,13.0156608611209,10.6379606472072,11.5813608465367,14.762657099377,14.628334696886,12.5792344764081,12.4767932119102,9.33258471770834,14.178275537644,3.78674269291972,11.0125727365647,7.54079998512949,2.80974080070526,1.52884844915265,4.97012446447355,10.8465329840429,10.1035082919519,3.09926237351286,13.4855967253805,13.8472062715663,9.11732042344617,12.2233081438759,10.1693474086326,10.3216415093954,11.0725809689706,12.8420183436673,10.6710171100811,11.122241305367,9.55893720326691,5.19018783286168,11.8562481784968,3.86768724084362,7.64543082311159,10.9402248878272,11.3367126190087,10.7809206480944,12.9520307599538,14.1033254038877,13.723207360715,10.3941172821675,12.0918158488361,9.44229890099045,4.94847287990624,12.4189309272756,1.52884844915265,12.8158524316287,9.9702172457119,10.7216141995953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000188536",2.6449457023189,1.52884844915265,6.66466061373837,9.58038517377237,3.86267790691694,2.5718393421321,3.1773572293758,1.52884844915265,1.52884844915265,1.52884844915265,1.52884844915265,1.52884844915265,6.9485542122268,6.38388550099689,5.59509751876676,3.52926680462609,3.10321102952587,2.72818562461685,4.31147037842798,2.52450310358705,2.63793261190374,2.31971863234585,1.52884844915265,1.52884844915265,2.74313807310802,2.29551291039802,2.61166736446729,1.52884844915265,5.59532469525175,3.74168201097563,1.52884844915265,10.0331692327984,2.71008140017061,13.2930489612195,3.22570886662,1.52884844915265,1.52884844915265,9.90717684599832,5.4204334450598,1.52884844915265,2.32589800483726,2.29216838055575,4.03933246240075,2.40674091439746,2.80403564182441,3.21664904578244,2.7067469130536,3.52549677153256,1.52884844915265,1.52884844915265,1.52884844915265,1.52884844915265,9.56684789707818,12.6571447755231,16.026807326347,10.4847627576324,1.52884844915265,3.3581057625085,3.34233358623943,9.41099886584519,13.6019198334193,3.52047266954131,7.26567825528693,13.9051645693005,3.93150903857497,11.6303412332976,7.25976360889466,9.67840839575248,6.36855322177684,2.88214104948989,8.19733681727621,2.48983339013375,12.2348727414014,3.55046437217547,11.59458159326,2.72858637135337,2.56317843049653,4.89862164135429,2.69669988075353,9.12780760030897,10.6452412851001,12.2014405223279,6.44428745353931,11.9063710533711,3.20653885885887,13.0146705459134,3.11641806511699,3.55519056968745,9.68665651513492,7.06092015351562,16.8555966053374,13.7312018431493,2.86671392139827,1.52884844915265,9.78515077027072,1.52884844915265,9.37597496005274,7.91876325533369,16.4192179951275,4.44015656074918,12.69412464585,3.66801729388888,1.52884844915265,6.87831630911033,3.12135238210547,2.83071237183167,2.40684982604851,1.52884844915265,4.73320628533859,2.36967787915795,3.49109958007684,9.82724984783885,5.90941188187302,3.87605068098466,7.97919949814861,3.57223461374104,1.52884844915265,2.82187873668995,12.9685927849726,1.52884844915265,3.97305141852818,5.21014967838402,1.52884844915265,4.33048801591958,2.67873560506441,3.86909050068103,2.71466376441492,5.10584835773593,7.0892635937284,9.19457286465878,4.55722760554033,1.52884844915265,2.34436898709897,1.52884844915265,5.83652000215595,1.52884844915265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000186522",11.4737922613813,10.2714834070789,3.40874429156429,3.41047093944074,9.95537858190399,10.4861025126577,1.52884844915265,11.0115375056352,8.66523466065333,1.52884844915265,1.52884844915265,2.6817399921871,2.76311984833506,3.08710834391,2.41553277378336,10.0436533181725,1.52884844915265,9.96479741530037,12.0570955238701,2.52450310358705,1.52884844915265,1.52884844915265,1.52884844915265,8.83012197653739,10.0596820802337,2.60103307171359,2.30328416552463,2.90186958368241,2.32036409696914,2.71340094637898,8.86504427077317,3.31529839183942,3.84748356735262,4.26178478334858,1.52884844915265,1.52884844915265,11.8180960779335,2.40832080414833,9.82012178322383,2.62310565437126,9.43906808622901,1.52884844915265,2.27923311588601,1.52884844915265,2.44472508187165,11.6712132913496,11.4300113133102,11.4614831288864,2.81543111159202,8.75144728079223,9.6762880271839,1.52884844915265,8.98025954113371,5.55376558195834,10.802274298675,11.9359392093082,5.19954546482906,2.63021243520929,2.71879545125118,10.1656279358983,8.25828729632368,3.36775302641029,1.52884844915265,2.95294150389963,10.0307810015812,3.35276389443699,2.34903889469715,3.08875421265039,3.40341641757592,11.1429663308704,2.80482780152749,2.86489423715086,2.93464948699718,10.9690059477517,5.28722069906881,10.8619758324433,1.52884844915265,7.69005077011002,7.12379710312298,10.5074050976041,3.65603831457467,3.55368799653931,11.5099606268398,11.4539117249571,6.91376620836517,4.13108074595891,2.35208005087669,2.91341252251755,1.52884844915265,9.37244483786992,2.26964107659058,6.2308471876015,2.63358552141457,1.52884844915265,2.39086953513055,1.52884844915265,3.39427411709447,11.6688514429736,8.54488403638744,5.55073732986036,8.35515642368865,8.54940385489316,1.52884844915265,1.52884844915265,11.3224906650416,11.3894584969825,3.21453672050344,2.75843187604132,11.7779571517084,2.70225070323402,7.15390977736929,9.23025470062285,3.86713465400011,2.79519178549896,7.95639873700439,1.52884844915265,1.52884844915265,11.9320314600232,2.75494540184662,7.1118167207509,10.2922525906151,3.2294834234946,3.18268828896746,3.96065604564275,12.5269895052713,8.40366809894559,2.22610879130955,1.52884844915265,10.9181948884099,10.6321376619389,1.52884844915265,1.52884844915265,9.69614241238533,1.52884844915265,1.52884844915265,10.2830305305153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000196263",9.68057402026516,9.98697970786182,3.65790395776768,3.56582692108632,10.2447023381488,10.782245451168,5.91116153781538,10.3842207900271,2.28612220819862,10.1546356924195,9.17961007870125,2.6817399921871,8.70961913985601,1.52884844915265,2.7645208576642,9.87026792178782,2.66830861859042,10.0186550895337,8.94268387671935,1.52884844915265,1.52884844915265,9.02383931997493,1.52884844915265,9.88327039233986,10.440378357842,9.52136321940063,1.52884844915265,3.09651796009457,7.76611360953175,10.2520063242805,9.33676037774047,1.52884844915265,9.28147805354123,4.01685741310689,10.9729922487075,1.52884844915265,10.8629045769259,3.00993361899753,7.96384551215017,2.62310565437126,1.52884844915265,1.52884844915265,1.52884844915265,7.25041726386007,1.52884844915265,11.330439257501,11.1659850560416,10.7868777842843,8.19638560167189,9.67997590050556,9.81454138438086,2.4011391138182,10.8454135777365,2.61798305519529,11.1111834483,10.9340026080726,9.17523255745558,1.52884844915265,9.31781589163754,9.46764725002342,9.94601149058239,2.39497851030059,8.10649695238545,9.62566338483745,2.56179129162846,2.38722760519057,2.34903889469715,8.87983746594144,3.04636612799349,10.7841793851612,3.06886751695366,1.52884844915265,2.7575739570859,10.3164630725041,2.65826911073934,10.1555091666105,1.52884844915265,7.72505020605613,1.52884844915265,7.33279483153658,11.1768592129878,2.60155298954751,10.7187829199609,9.61000152133383,10.2823420958975,1.52884844915265,1.52884844915265,1.52884844915265,2.93810309559046,9.69928084921091,10.6304596255215,2.79463112399711,8.97220633232881,2.39337100497709,6.63041918822536,9.76503121413037,1.52884844915265,11.0235839215795,10.8017570573151,5.4901534991305,10.8531795933205,9.76211903665636,2.26133720672871,2.31945205493854,10.7909850806982,10.5227326148306,3.00758278861398,2.54248380701581,10.7295872323602,2.94799505086545,9.0804499395686,9.23706455101805,3.09668075394483,1.52884844915265,10.0273284945094,8.4895792360101,7.93843981923361,11.4828511151743,9.24171491190455,10.2063467579412,11.0689276143947,10.6854404900367,2.90195024735168,2.75536585732997,10.642863275857,8.57811516306785,9.2860314636521,2.61079306435633,10.6092685480498,10.1466118039892,1.52884844915265,1.52884844915265,10.9880392520286,1.52884844915265,7.67947310248048,10.2058890751381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000198046",10.3237233670775,10.2319725539946,3.65790395776768,3.23287407422519,10.5671135251718,10.3057745105021,1.52884844915265,10.0500449339461,2.99670599076372,10.2024341494671,1.52884844915265,2.35461277701661,11.1138402740489,1.52884844915265,3.22998341912482,10.841515207793,2.66830861859042,10.1124571564271,3.57246741650264,2.52450310358705,2.87186831490897,2.86736541845705,2.80370194968783,10.6818535339601,10.2290679752884,11.5353378897419,2.30328416552463,3.26280269921912,4.2237266008972,10.4944928464985,9.34323542854715,2.36792604167262,10.0732153814114,3.43729182156063,11.499759066582,1.52884844915265,10.6790013384145,2.7547432740315,8.61716551123909,2.62310565437126,2.32589800483726,3.00774925196675,2.80157825235163,2.40674091439746,2.44472508187165,10.5558420901408,10.8289282367958,10.1077038509907,1.52884844915265,8.73192194158536,11.0193537068788,1.52884844915265,9.99459852887368,3.19752388589743,9.80828006447927,10.620561251608,10.2966348945299,1.52884844915265,2.96753575856556,9.81544052827117,10.1496418708305,1.52884844915265,11.3101130616041,4.50289316524229,3.11593622204817,2.97617122332247,3.55702085415796,3.3998631109733,3.40341641757592,10.6069126333898,3.28273094287249,2.86489423715086,2.93464948699718,10.1307256376775,1.52884844915265,10.006391155391,2.96331737440129,9.07991256896931,1.52884844915265,7.59048564632806,9.66180907857854,3.17373240714533,10.3094529231063,10.3131989417463,10.0004735667843,3.20726614698658,2.35208005087669,2.34820318317177,3.13702407433243,9.41107790266472,9.10565171067181,2.97630367339852,6.00583713422518,2.73445588513293,2.39086953513055,10.7577492718743,3.08392167011944,10.0687439028937,10.0768147537863,7.0386060602504,10.2056912843317,9.83933367737559,2.77237329125769,3.05740861747734,10.2488783155458,10.331949529494,2.40684982604851,2.75843187604132,10.3104875380866,3.14807256912221,9.99408623496791,10.2060822917669,3.5397020893579,1.52884844915265,10.4790999919282,2.42030625484183,1.52884844915265,10.4580719853533,8.83298040573572,10.8708802987199,10.405911734303,10.2362344542746,1.52884844915265,2.53991026336752,9.71839911608015,10.095250041471,3.16444147338709,3.0268517688084,10.5521510307561,10.2573846279422,3.23548955557825,1.52884844915265,10.0608786745404,1.52884844915265,2.68207778532696,10.1161448539397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000144642",11.1373328333747,1.52884844915265,2.34100585326454,2.41715954485633,7.96784938835971,4.60458214590954,1.52884844915265,11.0259485209597,1.52884844915265,1.52884844915265,1.52884844915265,1.52884844915265,2.41449911043146,1.52884844915265,2.41553277378336,5.71096408602778,2.34475761083587,1.52884844915265,11.2095625260847,1.52884844915265,1.52884844915265,8.9137842461544,1.52884844915265,10.2378983201183,8.79560205373751,9.93070068311648,2.30328416552463,1.52884844915265,1.52884844915265,11.9829705908348,1.52884844915265,1.52884844915265,1.52884844915265,5.96533636561464,2.63749501362201,1.52884844915265,10.7498756072272,1.52884844915265,9.43311938942,2.31164830140943,1.52884844915265,1.52884844915265,3.61806481986788,9.3644757667776,2.80403564182441,3.21664904578244,11.2912143049678,11.7635899694286,2.81543111159202,9.47210163601462,6.9931752752795,1.52884844915265,9.83160190517635,2.30790176422818,3.32418012013579,2.65135288885836,9.61266854137687,1.52884844915265,1.52884844915265,1.52884844915265,9.66254380493256,2.39497851030059,3.1363314237409,9.24825926867405,10.529689256361,3.50454697210309,4.43784714958643,2.65739470748273,2.23223754953705,10.6018515124307,3.89171104095852,1.52884844915265,2.54176365741812,9.43520934786828,1.52884844915265,8.73206396409964,1.52884844915265,1.52884844915265,1.52884844915265,2.38667925249754,9.61154873052738,1.52884844915265,10.9990271997381,1.52884844915265,11.4104318799427,10.5235638659679,1.52884844915265,1.52884844915265,3.13702407433243,9.69104226389654,4.01280747490174,1.52884844915265,1.52884844915265,1.52884844915265,2.39086953513055,1.52884844915265,1.52884844915265,10.4476604700308,11.0201354719442,1.52884844915265,4.48512553001648,1.52884844915265,1.52884844915265,1.52884844915265,11.6220237424008,8.20358750619469,2.40684982604851,2.25281059446859,11.4681854148565,2.36967787915795,1.52884844915265,6.29644659163621,1.52884844915265,1.52884844915265,1.52884844915265,2.42030625484183,8.5633284615657,1.52884844915265,6.05515135476659,11.0926383406366,11.2540944346545,1.52884844915265,2.90195024735168,2.75536585732997,10.2123307462959,1.52884844915265,1.52884844915265,2.61079306435633,10.0150561326841,2.80585463156224,10.563972254333,1.52884844915265,5.34339643420945,1.52884844915265,3.12142793477707,11.276735724736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
